date,description,amount,mode,bank,type,gst
2025-05-07,Gym Membership,53299.78,Debit Card,SBI,expense,8686.33
2024-05-14,Freelance Payment,93204.4,Credit Card,Axis,income,11085.84
2024-04-11,Salary Credited,23623.71,Auto Debit,Kotak,income,1745.67
2025-05-12,Hotel Booking,6374.53,UPI,SBI,expense,159.8
2025-06-11,Restaurant Payment,48693.19,Debit Card,Kotak,expense,5502.49
2025-07-03,Amazon Purchase,85035.01,Debit Card,HDFC,expense,13798.42
2025-02-28,Mutual Fund Investment,87109.08,NetBanking,Kotak,expense,8450.22
2025-10-27,Restaurant Payment,84322.89,Debit Card,SBI,expense,12531.46
2024-04-04,Movie Ticket,4517.98,Debit Card,HDFC,expense,758.74
2025-08-14,Gym Membership,87865.49,Auto Debit,Kotak,expense,14055.76
2025-08-29,Movie Ticket,87669.08,Auto Debit,Axis,expense,3355.38
2024-11-04,Salary Credited,77350.81,Auto Debit,ICICI,income,5542.89
2024-07-11,Netflix Subscription,36751.79,NetBanking,ICICI,expense,5265.94
2024-01-21,Hotel Booking,14875.28,Auto Debit,ICICI,expense,1959.14
2025-04-20,Electricity Bill,85642.14,UPI,HDFC,expense,11396.43
2024-10-24,Fuel Payment,77640.6,UPI,Kotak,expense,2550.56
2025-01-21,Movie Ticket,7952.0,Debit Card,ICICI,expense,1135.07
2024-06-03,Restaurant Payment,82960.03,Auto Debit,Kotak,expense,6520.61
2025-05-23,Electricity Bill,21990.19,Credit Card,HDFC,expense,1257.62
2025-11-28,Restaurant Payment,85669.47,Debit Card,Axis,expense,8216.15
2025-10-31,Restaurant Payment,96492.18,UPI,Axis,expense,4362.17
2025-09-03,Freelance Payment,17296.32,UPI,HDFC,income,2930.42
2025-01-28,Mutual Fund Investment,54236.67,Credit Card,ICICI,expense,6573.77
2025-10-21,Restaurant Payment,87796.65,NetBanking,Kotak,expense,12027.8
2025-03-26,Movie Ticket,51947.67,Debit Card,ICICI,expense,4824.83
2025-06-28,Hotel Booking,54210.65,Auto Debit,Axis,expense,2596.27
2024-07-26,Electricity Bill,77524.88,UPI,HDFC,expense,5871.97
2025-02-24,Salary Credited,19093.92,UPI,HDFC,income,2305.93
2024-12-04,Amazon Purchase,91245.77,NetBanking,HDFC,expense,8117.82
2025-11-12,Mutual Fund Investment,27218.66,UPI,HDFC,expense,2113.13
2024-12-21,Gym Membership,8641.35,Credit Card,SBI,expense,883.49
2024-01-31,Flight Ticket,16962.12,Credit Card,SBI,expense,885.32
2025-09-29,Flight Ticket,34313.53,NetBanking,Kotak,expense,4014.52
2025-05-12,Consulting Payment,39130.43,Auto Debit,Kotak,income,6321.88
2024-07-01,Amazon Purchase,57203.69,NetBanking,SBI,expense,6839.71
2024-11-17,Restaurant Payment,61286.44,NetBanking,SBI,expense,2618.92
2025-02-20,Amazon Purchase,72049.63,NetBanking,HDFC,expense,1785.22
2024-10-14,Hospital Payment,42123.54,Auto Debit,HDFC,expense,1668.8
2024-10-13,Amazon Purchase,30433.92,NetBanking,Axis,expense,700.94
2025-04-30,Hospital Payment,91851.75,Credit Card,ICICI,expense,8861.25
2024-01-21,Movie Ticket,14085.62,Auto Debit,Axis,expense,1295.49
2025-11-18,Gym Membership,57589.31,Credit Card,HDFC,expense,1321.44
2025-07-06,Gym Membership,88655.53,Debit Card,SBI,expense,4957.89
2025-04-20,Hotel Booking,74273.42,UPI,Kotak,expense,4928.74
2024-09-04,Grocery Shopping,52805.88,Credit Card,Kotak,expense,2886.42
2024-11-19,Movie Ticket,39207.51,Credit Card,SBI,expense,5607.1
2025-08-28,Interest Credited,73071.77,Debit Card,Kotak,income,3364.72
2024-11-28,Fuel Payment,81328.22,Credit Card,HDFC,expense,9095.74
2025-02-28,Hotel Booking,72226.26,Auto Debit,Kotak,expense,3837.17
2024-01-13,Salary Credited,44797.82,Credit Card,HDFC,income,6515.73
2025-08-22,Flight Ticket,292.13,NetBanking,ICICI,expense,8.78
2024-06-20,Amazon Purchase,41181.51,Debit Card,SBI,expense,5992.65
2024-03-23,Freelance Payment,27748.94,Auto Debit,SBI,income,3193.79
2025-09-03,Gym Membership,86926.99,Auto Debit,HDFC,expense,13608.97
2025-05-06,Fuel Payment,10521.61,Credit Card,HDFC,expense,908.43
2025-10-13,Freelance Payment,86210.12,Auto Debit,Axis,income,13469.0
2024-05-14,Gym Membership,35780.01,Debit Card,Axis,expense,3207.83
2024-11-22,Movie Ticket,49800.08,Auto Debit,ICICI,expense,4024.44
2025-04-14,Interest Credited,84986.15,UPI,Kotak,income,11962.88
2025-01-07,Restaurant Payment,63788.34,Debit Card,SBI,expense,8978.56
2025-01-11,Freelance Payment,80965.57,Credit Card,ICICI,income,2406.04
2024-12-20,Movie Ticket,38379.61,Debit Card,SBI,expense,5424.46
2025-08-02,Netflix Subscription,61671.08,Auto Debit,Axis,expense,6530.23
2024-10-29,Freelance Payment,35366.99,UPI,Axis,income,5011.65
2025-03-02,Fuel Payment,68345.45,UPI,Axis,expense,8287.41
2024-08-02,Mutual Fund Investment,54346.65,NetBanking,SBI,expense,3147.3
2025-11-01,Fuel Payment,80770.17,UPI,HDFC,expense,8433.9
2024-04-29,Movie Ticket,67256.5,UPI,Kotak,expense,6055.02
2025-06-18,Amazon Purchase,49304.05,UPI,HDFC,expense,1041.2
2025-07-01,Restaurant Payment,48775.66,Credit Card,Kotak,expense,2308.89
2024-02-21,Interest Credited,18724.94,Credit Card,Axis,income,2659.15
2024-10-22,Consulting Payment,60265.97,Credit Card,Axis,income,9926.16
2024-02-03,Fuel Payment,33397.78,NetBanking,Axis,expense,5432.43
2025-02-15,Flight Ticket,63056.97,Debit Card,SBI,expense,2228.57
2025-04-23,Restaurant Payment,26851.78,Debit Card,SBI,expense,1043.17
2025-09-20,Restaurant Payment,33191.15,Credit Card,ICICI,expense,5942.38
2024-11-12,Netflix Subscription,74335.33,UPI,SBI,expense,11546.91
2025-06-06,Netflix Subscription,46906.19,NetBanking,ICICI,expense,3285.81
2025-11-17,Consulting Payment,35182.85,NetBanking,Kotak,income,4745.45
2025-10-20,Grocery Shopping,34875.81,NetBanking,HDFC,expense,4870.65
2025-06-12,Gym Membership,9170.73,NetBanking,ICICI,expense,418.22
2025-11-26,Netflix Subscription,96474.47,Auto Debit,Axis,expense,12837.08
2025-10-09,Freelance Payment,1063.71,UPI,ICICI,income,54.42
2024-12-30,Interest Credited,46901.9,UPI,ICICI,income,6094.97
2025-01-05,Hotel Booking,1362.25,NetBanking,Axis,expense,102.68
2025-05-25,Flight Ticket,7286.71,UPI,ICICI,expense,1276.03
2025-01-04,Hotel Booking,21827.34,Auto Debit,ICICI,expense,2028.6
2025-05-07,Movie Ticket,99228.22,Debit Card,Axis,expense,10057.26
2024-10-06,Hospital Payment,79444.14,Credit Card,SBI,expense,12760.97
2025-07-03,Netflix Subscription,75650.34,Credit Card,Axis,expense,12934.46
2024-11-11,Grocery Shopping,4748.14,Auto Debit,ICICI,expense,388.24
2025-06-30,Netflix Subscription,64291.64,NetBanking,SBI,expense,3294.41
2024-07-22,Electricity Bill,45693.43,Auto Debit,Axis,expense,2454.4
2024-09-10,Grocery Shopping,65241.37,Debit Card,ICICI,expense,6889.63
2024-04-28,Hotel Booking,81408.74,Credit Card,Kotak,expense,12997.9
2025-10-25,Gym Membership,99280.15,NetBanking,Kotak,expense,2619.3
2025-05-06,Salary Credited,33731.16,UPI,HDFC,income,1651.0
2024-02-16,Fuel Payment,93035.69,Auto Debit,ICICI,expense,10864.19
2025-08-20,Movie Ticket,14884.69,NetBanking,Axis,expense,1258.6
2025-03-17,Interest Credited,5530.88,Debit Card,HDFC,income,796.93
2025-05-26,Netflix Subscription,66013.78,Debit Card,Axis,expense,11129.23
2025-05-14,Freelance Payment,9273.78,Debit Card,HDFC,income,848.07
2024-10-13,Mutual Fund Investment,82016.73,Debit Card,Axis,expense,8545.61
2024-10-09,Netflix Subscription,8746.52,UPI,Axis,expense,1401.38
2025-04-21,Hotel Booking,20094.88,Debit Card,HDFC,expense,661.4
2024-12-06,Gym Membership,57794.4,Debit Card,SBI,expense,6399.56
2025-04-09,Hospital Payment,11322.69,Credit Card,SBI,expense,1096.91
2024-11-26,Gym Membership,97979.98,NetBanking,ICICI,expense,7618.99
2024-04-12,Interest Credited,99886.14,UPI,Kotak,income,9945.14
2024-01-27,Movie Ticket,39118.64,Debit Card,SBI,expense,6480.73
2025-07-17,Consulting Payment,58686.16,NetBanking,HDFC,income,3057.47
2024-06-17,Interest Credited,56789.89,Credit Card,SBI,income,3688.49
2025-10-12,Movie Ticket,60519.24,Debit Card,ICICI,expense,5511.29
2025-03-26,Flight Ticket,23729.34,Auto Debit,Axis,expense,2147.25
2024-06-11,Fuel Payment,96734.21,Auto Debit,HDFC,expense,10778.22
2024-08-10,Flight Ticket,59082.0,NetBanking,Axis,expense,10002.47
2024-01-14,Amazon Purchase,77311.01,Credit Card,Axis,expense,12598.57
2025-06-18,Hotel Booking,73504.78,Debit Card,ICICI,expense,12159.57
2024-02-11,Interest Credited,90509.76,NetBanking,Axis,income,8625.62
2024-09-02,Hospital Payment,96199.76,Auto Debit,SBI,expense,16931.83
2025-05-18,Interest Credited,31342.69,NetBanking,SBI,income,5041.46
2024-11-13,Consulting Payment,51699.2,Auto Debit,Axis,income,6411.22
2025-11-16,Amazon Purchase,52529.52,NetBanking,ICICI,expense,2041.33
2025-07-23,Mutual Fund Investment,21855.18,Debit Card,Axis,expense,1946.79
2024-12-19,Amazon Purchase,40434.96,Debit Card,Axis,expense,1534.78
2025-09-24,Netflix Subscription,16582.34,UPI,ICICI,expense,1545.78
2025-07-26,Netflix Subscription,85577.19,UPI,ICICI,expense,2311.2
2024-07-25,Movie Ticket,61109.8,Credit Card,ICICI,expense,5718.56
2025-05-13,Amazon Purchase,57440.79,NetBanking,Kotak,expense,8822.2
2024-01-15,Salary Credited,30346.49,UPI,Axis,income,4367.71
2025-01-16,Netflix Subscription,63389.87,Credit Card,Kotak,expense,1413.84
2024-09-19,Amazon Purchase,56402.02,Auto Debit,HDFC,expense,5103.23
2024-01-20,Electricity Bill,36998.89,UPI,ICICI,expense,3872.08
2024-10-04,Electricity Bill,68501.14,Debit Card,ICICI,expense,5606.28
2024-07-11,Freelance Payment,68757.41,Credit Card,SBI,income,1994.54
2024-09-20,Freelance Payment,78747.0,Credit Card,SBI,income,2146.17
2024-07-20,Freelance Payment,10898.39,Auto Debit,Kotak,income,1427.89
2024-03-21,Freelance Payment,10572.99,Debit Card,ICICI,income,1419.83
2025-03-25,Amazon Purchase,76729.26,UPI,Kotak,expense,5935.16
2025-10-14,Mutual Fund Investment,16865.62,UPI,SBI,expense,2641.2
2024-03-29,Netflix Subscription,2180.42,Auto Debit,Kotak,expense,307.42
2024-01-25,Hospital Payment,21936.91,Credit Card,ICICI,expense,3132.23
2025-11-30,Amazon Purchase,34930.61,UPI,ICICI,expense,5896.99
2024-11-26,Gym Membership,34200.13,NetBanking,HDFC,expense,5071.38
2025-08-28,Fuel Payment,15952.08,Credit Card,HDFC,expense,2798.22
2025-02-08,Interest Credited,72695.57,UPI,HDFC,income,4238.94
2024-09-06,Amazon Purchase,71360.18,NetBanking,Axis,expense,4299.89
2025-05-28,Electricity Bill,58422.23,NetBanking,SBI,expense,7053.51
2025-05-05,Freelance Payment,91162.94,Auto Debit,SBI,income,12624.26
2024-12-21,Fuel Payment,56778.8,UPI,Axis,expense,5029.61
2024-12-29,Movie Ticket,40851.37,NetBanking,HDFC,expense,2397.2
2024-07-13,Grocery Shopping,9825.48,NetBanking,Axis,expense,646.82
2024-09-28,Interest Credited,96069.44,UPI,HDFC,income,2444.94
2025-01-13,Amazon Purchase,69944.56,Credit Card,SBI,expense,8844.92
2024-04-14,Freelance Payment,26904.65,Debit Card,HDFC,income,4418.47
2024-01-28,Netflix Subscription,32825.15,Credit Card,ICICI,expense,2030.38
2024-02-29,Grocery Shopping,9075.58,NetBanking,HDFC,expense,1064.94
2025-11-14,Grocery Shopping,49704.44,UPI,HDFC,expense,1456.23
2025-05-06,Interest Credited,32236.97,Auto Debit,ICICI,income,1916.04
2025-01-05,Electricity Bill,91044.85,Debit Card,ICICI,expense,8859.52
2024-05-11,Electricity Bill,59365.62,Credit Card,Axis,expense,8733.01
2024-12-22,Grocery Shopping,31682.46,Auto Debit,Kotak,expense,2321.94
2024-05-07,Restaurant Payment,7356.79,NetBanking,SBI,expense,968.83
2025-04-30,Hotel Booking,38582.95,UPI,HDFC,expense,2135.78
2025-05-29,Consulting Payment,31746.62,Credit Card,Kotak,income,5607.42
2025-04-10,Mutual Fund Investment,8720.99,UPI,HDFC,expense,481.12
2024-08-25,Hospital Payment,85386.7,Debit Card,SBI,expense,10466.53
2024-09-06,Hotel Booking,79107.7,Auto Debit,HDFC,expense,11650.69
2025-07-12,Fuel Payment,40379.71,Auto Debit,Axis,expense,5813.26
2024-04-24,Consulting Payment,49218.13,Debit Card,ICICI,income,8636.11
2025-11-08,Movie Ticket,50199.24,UPI,HDFC,expense,4909.26
2024-11-29,Interest Credited,79154.84,Debit Card,SBI,income,3996.67
2024-11-14,Electricity Bill,68756.6,Debit Card,Kotak,expense,11875.9
2025-08-25,Freelance Payment,10120.05,NetBanking,ICICI,income,1318.53
2025-10-30,Fuel Payment,87797.93,Auto Debit,HDFC,expense,14880.09
2025-02-09,Mutual Fund Investment,13173.95,Auto Debit,HDFC,expense,1491.11
2024-05-18,Flight Ticket,81653.46,Auto Debit,Axis,expense,12184.17
2024-12-21,Gym Membership,5182.12,Credit Card,HDFC,expense,539.31
2024-04-04,Amazon Purchase,63903.21,NetBanking,SBI,expense,7652.56
2024-08-14,Freelance Payment,11342.77,Auto Debit,Axis,income,1108.91
2024-03-27,Salary Credited,95298.16,NetBanking,Kotak,income,3345.69
2024-04-05,Electricity Bill,51824.56,Debit Card,Kotak,expense,8127.63
2025-04-03,Hospital Payment,34659.09,Debit Card,HDFC,expense,4060.64
2025-07-20,Electricity Bill,22668.95,Debit Card,ICICI,expense,2307.84
2025-05-26,Mutual Fund Investment,44956.46,Auto Debit,ICICI,expense,4295.37
2024-12-13,Freelance Payment,37567.83,Debit Card,Kotak,income,5563.68
2024-03-01,Salary Credited,13990.45,Credit Card,Axis,income,1962.02
2024-05-06,Amazon Purchase,91807.4,NetBanking,Kotak,expense,2565.58
2025-02-24,Hospital Payment,95097.22,Credit Card,HDFC,expense,11174.92
2025-06-13,Restaurant Payment,18942.14,UPI,SBI,expense,2324.91
2024-09-27,Gym Membership,13310.8,Debit Card,SBI,expense,285.12
2025-04-23,Grocery Shopping,30206.29,Debit Card,SBI,expense,2690.12
2025-01-23,Interest Credited,31149.66,NetBanking,Axis,income,3913.13
2024-01-21,Flight Ticket,39289.4,Credit Card,Axis,expense,2687.4
2024-12-24,Interest Credited,32240.68,UPI,Kotak,income,4338.47
2024-09-19,Flight Ticket,43092.84,Credit Card,SBI,expense,2524.5
2025-07-23,Netflix Subscription,95199.22,Debit Card,Kotak,expense,14583.26
2025-05-22,Gym Membership,16084.33,Auto Debit,ICICI,expense,858.44
2024-08-03,Interest Credited,36976.63,Credit Card,Axis,income,2052.4
2024-05-03,Interest Credited,65479.62,NetBanking,HDFC,income,7167.94
2024-05-24,Interest Credited,20554.32,UPI,Kotak,income,2117.69
2024-01-27,Fuel Payment,46989.3,Auto Debit,Kotak,expense,6493.02
2024-04-18,Movie Ticket,23123.74,Debit Card,SBI,expense,2173.33
2025-02-16,Electricity Bill,75857.55,UPI,SBI,expense,5850.52
2024-01-26,Mutual Fund Investment,51571.73,Credit Card,Axis,expense,2977.53
2024-02-25,Mutual Fund Investment,1987.26,UPI,ICICI,expense,209.03
2025-03-29,Netflix Subscription,72853.47,Auto Debit,Kotak,expense,3745.01
2025-09-17,Hotel Booking,94149.69,UPI,HDFC,expense,4501.87
2025-06-06,Flight Ticket,80100.71,NetBanking,Axis,expense,6559.23
2025-07-17,Movie Ticket,44454.25,NetBanking,SBI,expense,4403.68
2025-02-11,Consulting Payment,98987.03,UPI,Kotak,income,7040.64
2024-04-18,Restaurant Payment,45980.55,Auto Debit,ICICI,expense,5472.22
2025-03-24,Restaurant Payment,12697.26,Credit Card,Axis,expense,437.66
2024-06-18,Salary Credited,31962.05,Credit Card,Kotak,income,5201.62
2025-07-06,Flight Ticket,31797.62,Auto Debit,Kotak,expense,3783.9
2024-02-18,Interest Credited,32730.93,NetBanking,SBI,income,4620.8
2024-04-29,Mutual Fund Investment,35064.19,Auto Debit,SBI,expense,2912.92
2025-05-17,Restaurant Payment,86073.37,UPI,ICICI,expense,8156.85
2024-05-04,Restaurant Payment,36055.22,Debit Card,Axis,expense,2789.82
2024-11-20,Consulting Payment,65690.19,Auto Debit,ICICI,income,1799.38
2025-08-11,Mutual Fund Investment,54852.98,UPI,ICICI,expense,8077.77
2024-11-09,Hotel Booking,35028.98,UPI,HDFC,expense,1543.41
2025-01-30,Restaurant Payment,79657.5,Auto Debit,SBI,expense,5790.7
2025-05-17,Salary Credited,95564.93,NetBanking,SBI,income,6280.14
2024-11-29,Freelance Payment,53286.37,NetBanking,ICICI,income,4781.26
2024-10-01,Movie Ticket,21734.28,Auto Debit,HDFC,expense,1664.06
2024-12-04,Freelance Payment,24629.06,Auto Debit,Kotak,income,4399.64
2024-09-20,Hospital Payment,10946.42,Credit Card,ICICI,expense,465.65
2025-07-10,Netflix Subscription,31726.52,Credit Card,Kotak,expense,2606.1
2024-04-17,Netflix Subscription,3093.69,Debit Card,ICICI,expense,518.22
2024-04-19,Flight Ticket,40597.53,UPI,SBI,expense,4938.89
2025-11-25,Salary Credited,51842.26,NetBanking,SBI,income,8307.21
2025-01-31,Hospital Payment,37151.79,Auto Debit,Axis,expense,2317.43
2024-12-22,Salary Credited,45241.96,Debit Card,ICICI,income,1848.75
2024-08-02,Amazon Purchase,84412.34,NetBanking,ICICI,expense,14303.23
2024-12-14,Salary Credited,97471.98,Debit Card,HDFC,income,12165.83
2024-04-02,Mutual Fund Investment,56377.73,Credit Card,HDFC,expense,1879.75
2025-07-20,Movie Ticket,33609.88,UPI,HDFC,expense,3596.55
2024-08-19,Restaurant Payment,41610.67,Debit Card,Axis,expense,4628.98
2024-11-25,Grocery Shopping,26920.79,NetBanking,HDFC,expense,1958.36
2024-05-01,Netflix Subscription,7777.55,Debit Card,SBI,expense,466.78
2024-08-29,Salary Credited,21626.53,Debit Card,ICICI,income,772.28
2025-11-17,Fuel Payment,64190.43,Debit Card,ICICI,expense,6517.14
2025-08-11,Movie Ticket,93859.44,Credit Card,ICICI,expense,2154.99
2025-05-06,Flight Ticket,8462.57,Credit Card,Kotak,expense,1420.82
2025-05-06,Flight Ticket,51988.94,Auto Debit,HDFC,expense,5522.97
2024-08-14,Freelance Payment,86082.72,Auto Debit,ICICI,income,14861.69
2024-03-21,Restaurant Payment,71122.47,Auto Debit,Axis,expense,2927.11
2025-02-07,Freelance Payment,68945.91,Debit Card,Kotak,income,6854.34
2024-11-29,Freelance Payment,76480.54,UPI,SBI,income,7887.98
2024-09-04,Salary Credited,32393.48,UPI,Axis,income,3348.98
2025-06-26,Consulting Payment,21141.63,NetBanking,Axis,income,2013.62
2024-09-25,Freelance Payment,79471.44,Debit Card,SBI,income,2748.48
2025-10-23,Freelance Payment,24486.79,Auto Debit,HDFC,income,2654.68
2025-09-22,Freelance Payment,36315.83,Debit Card,ICICI,income,4486.83
2024-06-24,Consulting Payment,13534.64,Debit Card,Kotak,income,1308.28
2024-10-17,Hospital Payment,45674.26,Auto Debit,ICICI,expense,6013.28
2025-02-25,Flight Ticket,70729.03,UPI,Kotak,expense,9066.16
2024-06-01,Restaurant Payment,12157.12,Debit Card,HDFC,expense,1358.71
2024-01-28,Fuel Payment,4232.8,Credit Card,HDFC,expense,645.61
2025-02-05,Fuel Payment,59737.8,Auto Debit,SBI,expense,3932.05
2024-05-01,Gym Membership,1914.26,Credit Card,Kotak,expense,172.72
2024-05-26,Hotel Booking,43794.25,NetBanking,SBI,expense,4934.58
2024-01-17,Consulting Payment,33239.64,UPI,SBI,income,4434.53
2025-08-07,Salary Credited,5011.2,UPI,SBI,income,711.53
2025-04-14,Electricity Bill,66397.03,Auto Debit,Axis,expense,11789.43
2024-07-08,Interest Credited,86638.84,Credit Card,ICICI,income,11229.07
2025-02-10,Gym Membership,11712.34,UPI,SBI,expense,2099.53
2025-02-13,Salary Credited,90717.67,Credit Card,SBI,income,8797.73
2024-10-28,Fuel Payment,14818.16,Credit Card,HDFC,expense,2041.52
2024-09-29,Electricity Bill,24609.66,NetBanking,Kotak,expense,3166.81
2025-03-26,Amazon Purchase,35237.68,UPI,Axis,expense,5350.56
2024-12-26,Consulting Payment,57794.56,NetBanking,ICICI,income,6100.55
2024-03-17,Fuel Payment,30769.16,Debit Card,Kotak,expense,2729.66
2024-08-30,Hospital Payment,79052.51,Auto Debit,HDFC,expense,7787.34
2025-07-25,Gym Membership,67984.31,NetBanking,SBI,expense,8098.36
2025-04-11,Movie Ticket,94900.37,Debit Card,SBI,expense,8406.88
2024-01-28,Gym Membership,98397.9,Credit Card,SBI,expense,9257.47
2024-09-01,Fuel Payment,49150.17,Debit Card,Axis,expense,6972.59
2025-04-25,Mutual Fund Investment,86804.35,NetBanking,HDFC,expense,3739.06
2024-03-03,Electricity Bill,90575.48,Debit Card,Axis,expense,14630.58
2024-04-08,Gym Membership,69855.66,Auto Debit,ICICI,expense,8710.47
2025-03-30,Restaurant Payment,92980.33,UPI,ICICI,expense,8031.2
2025-10-04,Amazon Purchase,34416.09,Debit Card,ICICI,expense,2795.23
2024-11-12,Grocery Shopping,98524.87,Credit Card,Kotak,expense,4752.28
2025-11-11,Salary Credited,70996.69,Credit Card,SBI,income,8744.85
2025-08-20,Fuel Payment,19594.77,Debit Card,SBI,expense,3479.84
2025-01-06,Electricity Bill,96492.86,Credit Card,ICICI,expense,14862.07
2025-08-04,Mutual Fund Investment,43817.03,UPI,ICICI,expense,3425.58
2025-03-15,Hotel Booking,84975.3,Debit Card,Axis,expense,11939.14
2025-02-01,Electricity Bill,63247.66,Auto Debit,Axis,expense,7685.42
2024-06-04,Fuel Payment,80220.23,UPI,ICICI,expense,3953.58
2025-09-02,Amazon Purchase,27387.2,NetBanking,Kotak,expense,1055.29
2025-03-18,Flight Ticket,31869.81,UPI,HDFC,expense,1657.13
2024-10-10,Hospital Payment,30127.88,Credit Card,HDFC,expense,637.02
2024-04-06,Hospital Payment,82636.69,NetBanking,HDFC,expense,7196.0
2025-08-31,Interest Credited,55517.14,Auto Debit,Axis,income,7207.29
2025-04-27,Consulting Payment,5862.19,Auto Debit,Kotak,income,806.85
2024-12-11,Mutual Fund Investment,49519.8,UPI,SBI,expense,8156.75
2025-01-25,Salary Credited,58476.18,Credit Card,Kotak,income,3263.13
2025-02-22,Hospital Payment,86526.94,Debit Card,ICICI,expense,7127.69
2024-02-26,Hotel Booking,31669.38,NetBanking,Kotak,expense,1493.89
2024-11-04,Grocery Shopping,32478.87,Credit Card,ICICI,expense,5808.75
2025-07-27,Netflix Subscription,72322.48,Auto Debit,Axis,expense,5511.42
